x,y,label
-17.63829542,-17.2053261,0
-16.25659812,0.169254916,0
-15.06732058,21.67694566,0
-12.99116496,5.916571124,0
-10.72194176,-6.98969523,0
-9.837993379,9.596972163,0
-9.239109447,-6.644668493,0
-9.122291631,9.833915037,0
-8.240002966,-10.97294443,0
-4.480432526,20.95301126,0
-2.682116632,4.310935009,0
-1.339836889,-6.187911255,0
1.372985921,20.12840048,0
2.042449983,20.813697,0
2.386090294,-25.15746947,0
-2.013328318,-8.87930648,0
5.065385806,-2.311812905,0
6.279113477,-10.83601709,0
6.537389809,-1.904518406,0
7.910001145,-8.324287219,0
10.01416808,-7.846603617,0
10.45522348,13.90276731,0
11.79580481,-10.50896168,0
12.73109784,3.99026627,0
13.34204897,0.986420813,0
17.00684542,-18.25536058,0
11.84677637,-22.34811015,0
23.34924804,24.02557944,0
23.76517747,-6.841397407,0
24.60376409,27.70690872,0
25.96489825,-15.15629809,0
26.14831459,-15.9167806,0
28.35539064,-5.406813072,0
29.03934556,-5.503466672,0
29.35655544,20.36094926,0
-18.0274683,23.66803253,1
-17.86500509,24.26219594,1
-17.81520864,24.19027889,1
-17.61557389,23.63607175,1
-17.48856439,24.10849206,1
-16.88683034,24.48461112,1
-16.86815329,24.15047457,1
-16.81207102,24.19093323,1
-16.45813373,24.61799445,1
-16.38111254,24.95648688,1
-15.76815026,-4.678039915,1
-15.76090778,-2.536146172,1
-15.48327701,-6.483365867,1
-15.47923086,-6.61953165,1
-15.46690193,-9.448424896,1
-15.39768304,-7.019698092,1
-15.39439295,25.15636082,1
-15.3382902,24.24650759,1
-15.33581357,-7.344916056,1
-15.33392836,-7.029461167,1
-15.32247709,-10.34911844,1
-15.31317492,-1.952978021,1
-15.1478558,-1.695150375,1
-15.14111684,-4.962121101,1
-15.0778365,-4.157687283,1
-14.93614702,0.000981622,1
-14.89041008,-3.432357734,1
-14.84429531,-2.222802501,1
-14.79118382,-4.123717341,1
-14.7898205,-2.985784965,1
-14.74754688,-13.19883421,1
-14.71021409,25.27050446,1
-14.64880444,-8.430626,1
-14.64617022,-3.249231232,1
-14.63587661,0.827449115,1
-14.6254788,0.425111447,1
-14.60132288,-8.114342143,1
-14.53076388,-9.255996978,1
-14.50307535,1.224860375,1
-14.46383737,-0.32693111,1
-14.42419651,-0.285123467,1
-14.41101509,-0.874281455,1
-14.40997372,-0.63389113,1
-14.36407116,-4.941819884,1
-14.34903118,-11.3603818,1
-14.34668145,-8.81882492,1
-14.33730213,-4.538989643,1
-14.33020085,1.519794576,1
-14.32866378,-4.844905255,1
-14.24501269,-9.510650112,1
-14.21510739,-0.804861582,1
-14.19470555,-9.618315784,1
-14.18106576,25.84137693,1
-14.13726758,-8.074765838,1
-14.13054452,-3.838930875,1
-14.11722458,25.65393896,1
-14.11358411,24.76743403,1
-14.07619352,-0.915525822,1
-14.06662469,0.353354114,1
-14.04890085,1.186875103,1
-14.03539499,-5.063176962,1
-13.96590993,-2.789433026,1
-13.94675185,26.962449,1
-13.9437895,-4.1393808,1
-13.93382148,-8.028314488,1
-13.93190114,-5.343799997,1
-13.92790053,-5.488898134,1
-13.9163145,-2.52014986,1
-13.91205851,-4.558192696,1
-13.90022641,-4.556644864,1
-13.89588168,-2.756439442,1
-13.89195568,-3.654810669,1
-13.78562115,-8.379801535,1
-13.72928069,-8.728793686,1
-13.68811698,-3.573706239,1
-13.67072545,-8.881485989,1
-13.62197773,-8.873231641,1
-13.60930425,1.88993043,1
-13.53932138,-9.768006541,1
-13.52945269,0.996494107,1
-13.52841931,-2.101758569,1
-13.46729691,2.517675306,1
-13.4537803,-3.809529231,1
-13.38945416,-0.100376015,1
-13.38565607,3.001921508,1
-13.3845107,-7.283727464,1
-13.37103488,-1.624102304,1
-13.36175168,-3.457902988,1
-13.31727755,-5.651985731,1
-13.29474872,-7.560798694,1
-13.27020776,-7.784401893,1
-13.26714202,-5.318646826,1
-13.23863942,26.3096734,1
-13.20515763,-11.11164328,1
-13.20161555,1.078728566,1
-13.18831656,-9.732766451,1
-13.17585725,-8.307783982,1
-13.16871777,-0.232744803,1
-13.16383726,1.603064513,1
-13.08567139,-0.80333679,1
-12.97386305,-5.819188816,1
-12.96730869,0.777581019,1
-12.96515145,-2.047089119,1
-12.95378289,-1.81456217,1
-12.9524635,-5.636419497,1
-12.92731345,-9.631154182,1
-12.87925073,26.55478194,1
-12.84646972,-7.480116563,1
-12.84542937,-12.14093718,1
-12.81654261,2.298615028,1
-12.80034392,-14.5184903,1
-12.79790124,3.576568517,1
-12.73480498,26.68606438,1
-12.73372912,-9.490432567,1
-12.7211502,-7.394561966,1
-12.70933893,-8.332364275,1
-12.70327342,3.464668843,1
-12.6989891,-11.07702428,1
-12.68740266,3.972829133,1
-12.67469004,2.979300398,1
-12.49689655,-9.76468252,1
-12.47726666,-8.784771342,1
-12.47274042,3.206068384,1
-12.46015896,2.749710993,1
-12.44021539,3.747791224,1
-12.43994957,2.838100478,1
-12.42602484,3.260369454,1
-12.31238236,-1.243366774,1
-12.25126747,4.129996597,1
-12.17584546,4.484288765,1
-12.16322941,-3.990536557,1
-12.14152557,4.437693965,1
-12.09910097,-9.938184249,1
-12.09120106,-9.113877009,1
-12.08184285,27.92850908,1
-12.03777129,4.498237024,1
-12.00116702,4.054023476,1
-11.98321512,26.91120887,1
-11.84942601,4.806287977,1
-11.82357518,27.02665988,1
-11.77705075,-4.969826992,1
-11.72097404,4.922907199,1
-11.7103811,27.61360597,1
-11.66596904,4.937007751,1
-11.6575797,4.996451389,1
-11.60649035,26.06691265,1
-11.59248893,5.003306593,1
-11.5859736,4.904873268,1
-11.5855179,-14.18544718,1
-11.5460362,25.94061538,1
-11.45978474,4.766663784,1
-11.42834643,-13.77183599,1
-11.41420508,-14.80714386,1
-11.31457587,5.097456601,1
-11.28708528,5.280771946,1
-11.25970052,5.352530377,1
-11.21789804,-12.96334533,1
-11.14186667,27.00967761,1
-11.11321372,5.130367637,1
-11.11014707,4.956672708,1
-11.06132441,5.412833904,1
-11.04934074,5.397480387,1
-11.0484216,27.14557135,1
-11.01980132,5.022031362,1
-11.01412458,5.091843341,1
-10.94218142,26.52505505,1
-10.90817521,-14.91981311,1
-10.80533667,-13.94435542,1
-10.8035524,-13.07659816,1
-10.67763718,27.11363781,1
-10.62940545,5.910237611,1
-10.60373694,6.050420755,1
-10.58944926,5.903296607,1
-10.52267658,-13.00066671,1
-10.49916423,28.05597282,1
-10.48551439,5.983523179,1
-10.44041899,28.65446026,1
-10.41993747,6.171167438,1
-10.41188268,5.825796402,1
-10.37537529,5.797339306,1
-10.25998479,26.7786266,1
-10.24963201,-14.34456547,1
-10.21085155,6.412216347,1
-10.20744173,6.256268518,1
-10.18819545,6.472585519,1
-10.17744363,-12.44563001,1
-10.1296134,6.504415757,1
-10.12118294,6.531202726,1
-10.11918842,6.478703945,1
-10.10653596,6.42837734,1
-10.01530884,-14.02601079,1
-9.996986568,-16.27196325,1
-9.936741593,6.679303833,1
-9.934026231,6.689101765,1
-9.900733475,-16.19922122,1
-9.884763036,6.775614227,1
-9.865876002,6.699953968,1
-9.791155063,-12.5692218,1
-9.791084283,6.805091824,1
-9.768280046,-13.29370696,1
-9.710065129,-12.82380255,1
-9.680888515,6.904081668,1
-9.604527103,6.888987909,1
-9.53463836,-13.55686203,1
-9.451858084,7.204137963,1
-9.416944911,27.99127689,1
-9.407269733,-15.96314003,1
-9.36231591,28.23683705,1
-9.338451407,7.171384677,1
-9.301898162,-15.5491118,1
-9.283732272,27.68100473,1
-9.24286063,7.406133943,1
-9.18704111,7.392600958,1
-9.182757357,7.451969274,1
-9.172751131,6.990019055,1
-9.114020434,27.74376056,1
-9.092455041,-15.40432375,1
-9.009359083,7.157800871,1
-8.993640005,-14.29839344,1
-8.97184463,7.539242224,1
-8.96016455,7.384398474,1
-8.942326705,7.713412647,1
-8.940916384,7.606986931,1
-8.904403053,7.378676385,1
-8.805715579,-14.34411065,1
-8.745230225,7.656662904,1
-8.686301421,7.67967069,1
-8.684904277,7.803336488,1
-8.611083919,7.062688054,1
-8.606060403,7.80690821,1
-8.555491152,-15.43682305,1
-8.485750038,7.801249495,1
-8.422948725,-15.45295615,1
-8.389124246,8.011488899,1
-8.27749307,-14.99956767,1
-8.201418356,8.201206575,1
-8.1986737,-14.25622336,1
-8.160362561,-16.65689933,1
-7.942705473,8.237640342,1
-7.895000466,27.54389896,1
-7.85692135,-15.23747706,1
-7.79720031,-17.74800598,1
-7.670706048,8.641691381,1
-7.612173365,8.66139852,1
-7.54384411,27.39388313,1
-7.501378898,8.575460101,1
-7.476906703,8.78803274,1
-7.469722649,-14.67605596,1
-7.416916208,-17.76556525,1
-7.357277796,-14.70684747,1
-7.300517678,8.981950344,1
-7.260689216,-17.50978233,1
-7.223767029,7.494394062,1
-7.166032884,-17.31627323,1
-7.109734379,8.541166742,1
-7.086955019,8.676839862,1
-7.08491998,9.401070508,1
-7.074211144,8.616432988,1
-7.056840828,-18.98090764,1
-6.858356701,7.95300454,1
-6.826745454,-15.28857434,1
-6.760014004,26.79915066,1
-6.759289597,28.17146937,1
-6.70450492,27.74736289,1
-6.645066297,27.48034704,1
-6.606143984,-15.9393246,1
-6.590092365,8.654405394,1
-6.558406238,9.64227069,1
-6.486885644,9.766578155,1
-6.47942009,-19.05234729,1
-6.321498845,8.375621569,1
-6.304229976,-14.73854259,1
-6.300687964,8.309991232,1
-6.236193591,8.606926214,1
-6.219318016,9.969694943,1
-6.203835475,29.99334816,1
-6.127853689,8.449371172,1
-6.109329083,7.819394094,1
-6.066323036,28.02071647,1
-6.021417301,9.339004567,1
-6.020530524,9.243349977,1
-5.95401101,8.720422171,1
-5.951885769,7.817342064,1
-5.933942211,8.722259258,1
-5.918539789,-16.3185873,1
-5.898471882,9.179563545,1
-5.843688856,8.746403587,1
-5.829854955,-16.40813764,1
-5.805477489,9.516045907,1
-5.768759403,8.485337339,1
-5.764269126,10.0696541,1
-5.756305795,8.973846972,1
-5.731598686,8.844584923,1
-5.664180252,-17.6390199,1
-5.66212626,7.022347131,1
-5.651116143,-15.72035089,1
-5.608767431,9.252769233,1
-5.573302809,8.474814779,1
-5.520182359,-19.0178494,1
-5.506346087,28.71730962,1
-5.458020315,-15.18506172,1
-5.422553489,27.51008553,1
-5.392720068,9.957863061,1
-5.377035302,9.642116065,1
-5.287081794,8.844488418,1
-5.127096856,8.283500617,1
-5.120156922,9.672068862,1
-5.057669671,9.920793226,1
-5.052519479,8.834224911,1
-5.035716636,8.471199984,1
-5.007144025,9.852680078,1
-4.810997948,29.26169473,1
-4.71386284,8.701290184,1
-4.586964209,27.57763182,1
-4.56143905,9.214357027,1
-4.471952681,-17.05925406,1
-4.465572561,-19.06708849,1
-4.42100843,10.87871105,1
-4.388815419,-17.04476394,1
-4.372722728,26.49250566,1
-4.353480332,10.14808835,1
-4.238433106,8.675252041,1
-4.167994858,10.56302753,1
-4.147777188,28.37868531,1
-4.14383938,8.344772399,1
-4.122633078,9.007546078,1
-4.036826273,27.46752861,1
-4.028904846,-17.35840771,1
-4.017582817,9.358991817,1
-3.997938179,28.49298491,1
-3.993483791,29.79641129,1
