x,y,label
2.323430515,0.786154857,1
1.98487039,-0.794161992,1
-0.843635298,0.226648501,1
-0.306770205,-0.87283016,1
-0.067807157,0.411467903,1
-0.236646876,-0.014970234,1
1.362986832,0.068369048,1
0.004667229,1.733560828,1
1.892063155,0.088376182,1
-2.055354298,-1.22679008,1
0.624382319,0.820196168,1
0.267310207,0.263714282,1
0.35829302,0.056475857,1
1.299571193,-0.073150259,1
-0.295463157,1.582657304,1
0.853730571,-1.608658697,1
0.021201039,-2.606055253,1
1.763656202,0.80944623,1
-2.218127764,1.661788121,1
-2.394742133,1.49307228,1
0.359970999,0.917954992,1
-0.039966796,2.517919244,1
-0.887744268,0.803374835,1
-0.752503477,0.463527664,1
-0.435134496,1.992141393,1
0.180021145,0.330124903,1
-1.445910296,-0.38690955,1
-1.981836529,1.10153822,1
2.028774507,0.109588106,1
-1.898787806,-0.876841633,1
-0.796177245,1.138426911,1
2.572387638,-0.91206709,1
2.45698561,1.110606981,1
1.115267822,2.486638286,1
-0.336616146,1.59585168,1
0.011355638,-0.033770802,1
-0.195780193,0.678129279,1
0.043830141,0.908996823,1
1.168803151,1.268139592,1
-1.038706761,1.334327361,1
-0.229817811,1.472432934,1
0.639064128,-1.32810443,1
-0.548975439,-0.603512832,1
0.510560555,0.429603864,1
-1.197406946,1.404186011,1
-2.236882988,0.58485193,1
-2.033462607,1.783467456,1
-1.186763487,-2.051354153,1
0.26903944,1.010825329,1
2.331858652,-0.983449055,1
0.942836242,1.283493084,1
-0.5689406,0.987166563,1
-0.666454477,-1.390985506,1
0.122049952,0.139796644,1
1.198216587,0.565610225,1
-0.71167449,1.366536481,1
1.458280646,1.908481806,1
1.792809616,-0.528816544,1
-2.096181727,0.117969741,1
0.368194982,1.035034424,1
-0.702363972,-1.692340633,1
-0.325226168,0.043555286,1
9.74E-05,0.038041023,1
0.083215226,-0.118193531,1
0.627364045,2.599911511,1
0.027863826,-0.007569577,1
-1.758756933,-0.026095898,1
-0.661217071,1.119438627,1
-0.788731413,-0.433264352,1
-1.421868658,0.254216264,1
-0.701687521,-0.366859634,1
-1.768024893,0.158405692,1
0.097304047,-0.043301787,1
-1.336867454,-0.098791372,1
-0.545615353,-0.318425318,1
-0.916972581,2.297490425,1
-0.248032304,-1.241195233,1
0.099710283,1.28702066,1
1.8514001,0.137776015,1
-1.422255819,-1.673316218,1
-0.612472892,-0.910440813,1
-0.043039119,0.014281452,1
2.844179095,0.480609679,1
2.293321788,0.521861434,1
0.475600742,2.520067246,1
1.63060125,0.997740088,1
-0.463013152,-1.513358261,1
-1.148551765,0.830570944,1
0.051445233,0.012775542,1
1.081633627,1.123385236,1
2.453376503,0.337256545,1
0.233073617,-0.163809959,1
-0.00217186,-0.007450335,1
0.426122867,2.530228785,1
1.919763896,1.642226362,1
-2.558080723,-1.129348568,1
-2.342086656,1.550460403,1
0.317911895,0.671176532,1
-2.092779223,-1.284228071,1
0.829134777,-2.484175606,1
-2.417705297,0.841340344,1
0.394987228,-0.862777664,1
1.063707778,-0.190455294,1
-0.066320988,0.110862172,1
1.102652111,0.967826553,1
-0.247318757,0.201332382,1
-2.084633955,1.730437327,1
-1.596016782,2.147444836,1
-2.812043748,-0.610291983,1
-1.288858517,-0.551531151,1
-1.34874536,-0.241053129,1
1.942459052,0.763610193,1
-0.002597652,0.022810513,1
0.249234522,-1.404542067,1
-0.999538157,1.343276384,1
-0.177647753,0.022788679,1
1.936781711,0.238931862,1
2.382311848,0.75488233,1
0.193284949,0.158782681,1
0.064160608,0.128351247,1
-0.210304586,-0.020138286,1
1.064483439,1.667063718,1
0.275243877,-0.399522169,1
0.112665318,0.926032652,1
2.344503918,0.906859726,1
0.519422875,-0.118892895,1
0.187582227,1.139818968,1
0.178117566,1.947599736,1
1.062047012,-0.260075796,1
0.575759026,1.191817146,1
-0.148096496,-0.98965807,1
-0.107097268,0.037621323,1
-2.500589165,0.642019997,1
-1.605817086,0.228115852,1
-1.505191979,-0.277820285,1
0.164916616,-0.322320966,1
0.058037446,0.041847861,1
-0.748020006,1.047172715,1
2.442134563,1.526909281,1
-0.601016746,1.903439821,1
-0.011149422,0.548451713,1
0.201408329,-1.343272557,1
-0.35232467,0.441833385,1
1.390468487,0.099177736,1
-2.23223191,0.95370055,1
1.724145632,1.495336008,1
-0.003434034,-0.023936719,1
-1.912549439,-0.227432239,1
2.332080577,1.857757515,1
-0.640904382,0.299469957,1
